aoa,ar,cl,cd,cl_cd
13.15066195896929,8.881819555465967,1.1682688199928128,0.17078756515892712,6.840479392663483
13.524627803496577,7.551543091167811,1.0979994439280034,0.1759882401135081,6.239050082095376
14.768529123761311,11.487499995485807,1.2288783451129606,0.20385415357487596,6.028223234909911
14.735500246567987,10.831875009177832,1.2639522155234661,0.20274264128366423,6.234269256436424
14.294986991519721,6.577725390583506,1.1180388289902865,0.190501170461609,5.868934171276395
1.0773321075432656,8.356387216330717,0.22937606904255864,0.030235686244902266,7.586269654495817
2.066903038917078,7.918594048739702,0.3309569378104722,0.036015148700188356,9.189381406295327
4.566997897140493,9.057620000918899,0.5864265443351099,0.05172836246443903,11.33665394372869
8.293473810966923,6.672890135670045,0.8098480537001427,0.09234975830376546,8.769357587664873
1.4546683305821895,5.953640006127106,0.23538896085639746,0.030016866442704956,7.841889869007442
12.686954367032136,11.301374682044289,1.1367183095232092,0.16405419729912069,6.928919395159553
9.251342686159635,11.39099599598805,0.9447507722619756,0.1070922418431241,8.821841395811939
8.135466034533074,10.746583086095832,0.857023291231771,0.09404378019875011,9.113024693611385
2.4796698505093673,11.82563544611649,0.4941635554915045,0.04183441040910826,11.8123705021528
3.79883211600296,9.959932206237507,0.5362499618451312,0.048982707906094276,10.947740228514656
2.4046803747338705,10.117337828495998,0.42875032406514935,0.03726264923398301,11.506168586481905
12.77899736692198,10.100720735701126,1.123325613164842,0.16522835398267222,6.798624970158857
8.763417900918272,7.844861047538452,0.8602351687915286,0.09904949361210218,8.684902238474669
11.026941412794502,7.651617556114173,0.9829653038196934,0.13055290918886372,7.529248562341047
4.440492943650386,5.921810209192025,0.45817175626689344,0.049865416164099285,9.188166699724752
5.568789556324157,9.158553554874324,0.6321498998379462,0.06300459627548019,10.033393390443216
6.072824466398007,6.314561088818676,0.6109737786395646,0.06595371574388145,9.263674862719844
11.400224576160523,6.062467277618835,0.9442209522803705,0.13720698114966212,6.881726748658924
11.585294815118521,8.687690992768438,1.0225626279892976,0.14252870222834496,7.174433022978431
3.1022029127104753,7.2798591058003455,0.44850954293982764,0.042378305162002416,10.583470509858284
14.123082851071485,5.750852870357058,1.1160119749830297,0.18787284629034848,5.940251595796269
1.8098300616552958,10.52844813402265,0.38975537812021827,0.032950484649643993,11.828517312094506
13.441831236354455,10.884559354355009,1.1869591895785847,0.1771253988296903,6.701236510523656
1.5059346847471393,5.341596157422248,0.25785769727316865,0.029987133517469945,8.598944514751487
3.9680971672696663,4.060056262399999,0.42038119928628803,0.042847715016338155,9.811052914396802
12.697178041019354,6.68903974823499,1.0781628782433308,0.16026794710308478,6.727252065878485
2.6923810851913115,10.38008668544602,0.4561561217228545,0.04197931992107882,10.866210376452708
6.203518969649547,10.713390929874596,0.7246926926444199,0.0691848903573388,10.474724884312085
6.747889499161893,5.106632560928394,0.686831118039425,0.07198578310065788,9.541205060991384
3.6788845953481446,10.194687209464409,0.5356482007448906,0.04639709519585346,11.544865006824002
10.653678020039798,4.925633338475436,0.9160364389645778,0.12333014192002753,7.4275146748681635
12.770019741033057,7.120500721252234,1.0565688100676782,0.1633278959460954,6.4690039870248945
13.118627097833576,11.988876120095327,1.1597831594430814,0.17166345052867316,6.75614497944256
